sifra,naziv,placa,lokacija,opis
317884,STREŽBA HRANE IN PIJAČE,4.56 €/h neto (5.40 €/h bruto),VELIKA PLANINA,"Iščejo študente za delo v strežbi hrane in pijače. Pogoji: prijaznost, natančnost, veselje do dela. Zraven strežbe skrbite za čistočo objekta in okolice, skrb za blagajno in dnevne zaključke, skrb za pravilnost zalog, informiranje gostov. Dela se več dni skupaj. Zaželene so delovne izkušnje, dovolj časa za delo. Urna postavka od 5,40 € do 6,51 € bruto odvisno od količine in obsega/narave dela.Št. prostih mest: 3 . Trajanje: SEZONSKO - DO KONCA POČITNIC . Delovnik: Po dogovoru. Šifra: 317884 . Narava dela: začasno in občasno delo "
317877,STREŽBA,5.49 €/h neto (6.50 €/h bruto),ŠKOFJA LOKA,"Podjetje išče osebo za delo v strežbi lokala, ki se nahaja v sklopu bencinskega servisa. Izkušnje niso pogoj. Delovnik po dogovoru s podjetjem.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317877 . Narava dela: začasno in občasno delo "
317867,STREŽBA,5.50 €/h neto (6.51 €/h bruto),KAMNIK,"Potrebujejo polnoletni osebi za delo v strežbi. Če izkušenj na tem področju še ni, je za prijavo dovolj volja do dela. Fleksibilen delovnik.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Med vikendom. Šifra: 317867 . Narava dela: začasno in občasno delo "
317865,STREŽBA,4.56 €/h neto (5.40 €/h bruto),ŠKOFJA LOKA,Podjetje potrebuje polnoletno osebo za strežba. Izkušnje so pogoj. Delovnik in plačilo po dogovoru s podjetjem.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317865 . Narava dela: začasno in občasno delo 
317861,STREŽBA,6.00 €/h neto (7.10 €/h bruto),ŽUSTERNA,Podjetje išče primerne osebe za delo v strežbi. Pogoj je starost nad 18 let. Izkušnje zaželene.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317861 . Narava dela: začasno in občasno delo 
317843,STREŽBA,5.50 €/h neto (6.51 €/h bruto),MARTJANCI,Podjetje potrebuje dve osebi za strežbo pijač v baru.Št. prostih mest: 2 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 317843 . Narava dela: začasno in občasno delo 
317828,TELEFONSKI MARKETING,4.56 €/h neto (5.40 €/h bruto),LJUBLJANA BTC,"V kolektiv vabijo posameznike z veliko željo po odličnem zaslužku (urna postavka plus stimulacija). Gre za dogovarjanje sestankov in skrb za stranke (ne gre za direktno prodajo). Nudijo napredovanje in možnost kasnejše redne zaposlitve za študente/ke z ambicijami, zato te vabijo na kavico, da se ob sproščenem klepetu spoznate in dogovorite za skupne možnosti sodelovanja.Št. prostih mest: 10 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317828 . Narava dela: začasno in občasno delo "
317825,STREŽBA,5.00 €/h neto (5.92 €/h bruto),ŠMARTNO PRI LITIJI,"Iščejo osebi za delo v strežbi, ki rada dela z ljudmi, je komunikativna in odprta za učenje. Izkušnje so zaželene, niso pa pogoj.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317825 . Narava dela: začasno in občasno delo "
317819,POMOČ V TRGOVINI,5.00 €/h neto (5.92 €/h bruto),MARIBOR,"Potrebujejo osebe za delo v trgovini (predstavitev oblačil kupcem, prevzem blaga, razporejanje in pospravljanje artiklov ob zaključku dela, naročanje blaga, skrb za urejenost prostorov, podajanje predlogov, ki vplivajo na izboljšanje rezultatov). Pogoji: prijaznost, urejenost, zavzetost, pripravljenost na dodatna izobraževanja, pripadnost, poznavanje dela z računalnikom. Pogoj so izkušnje z delov v trgovini.Št. prostih mest: 4 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317819 . Narava dela: začasno in občasno delo "
317800,KLICNI CENTERDELO S STRANKAMI,5.07 €/h neto (6.00 €/h bruto),LUCIJA,"Delo s strankami. Pogoji: znanje italijanskega jezika (pisno in ustno) in angleškega jezika pasivno ter poznavanje programa Microsoft Office. Delo traja 3-4 dni na teden, po potrebi in dogovoru.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317800 . Narava dela: začasno in občasno delo "
317799,STREŽBA,6.00 €/h neto (7.10 €/h bruto),PRESERJE,"Iščejo polnoletni osebi za delo v majhnem, prijetnem lokalu izven mestnega vrveža. Izkušnje niso potrebne, saj se da vse naučiti. Za več informacij jih kontaktiraj.Št. prostih mest: 2 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 317799 . Narava dela: začasno in občasno delo "
317772,STREŽBA,6.00 €/h neto (7.10 €/h bruto),VRHPOLJE PRI KAMNIKU,"Potrebujejo polnoletno osebo za samostojno delo v strežbi. Med tednom je delo izmensko, med vikendi pa samo dopoldan.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317772 . Narava dela: začasno in občasno delo "
317759,STREŽBA,5.00 €/h neto (5.92 €/h bruto),DOMŽALE,"Za strežbo v prijetnem okolju iščejo resno in urejeno osebo. Zaželene so izkušnje v strežbi. Delovni čas v popoldanski izmeni poteka do 21. ure, ob nedeljah samo do 13. ure. Plačilo je stimulativno.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317759 . Narava dela: začasno in občasno delo "
317751,STREŽBA,6.00 €/h neto (7.10 €/h bruto),DOBROVA,"Prijeten lokal išče polnoletne osebe za delo v strežbi. Izkušnje niso potrebne, vse se da priučiti.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317751 . Narava dela: začasno in občasno delo "
317747,STREŽBA,6.00 €/h neto (7.10 €/h bruto),LJUBLJANA,"Strežba pijače v dnevnem baru. Pogoji: prijaznost, zanesljivost, znanje slovenskega jezika in izkušnje v strežbi. Za dobro delo tudi dodatna stimulacija.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317747 . Narava dela: začasno in občasno delo "
317741,ČIŠČENJE,4.56 €/h neto (5.40 €/h bruto),CELJE,"Podjetje potrebuje natančno, vestno in zanesljivo osebo, staro nad 21 let za čiščenje poslovnih prostorov. Gre za delovnik v dopoldanskem ali popoldanskem času, po dogovoru in potrebi. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317741 . Narava dela: začasno in občasno delo "
317738,STREŽBA HRANE IN PIJAČE,5.50 €/h neto (6.51 €/h bruto),KOPER,Podjetje išče 5 oseb za strežbo v lokalu v nakupovalnem centru. Pogoj je starost nad 18 let in izkušnje.Št. prostih mest: 5 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317738 . Narava dela: začasno in občasno delo 
317719,STREŽBAPRODAJA SLADOLEDA,4.56 €/h neto (5.40 €/h bruto),ŽUŽEMBERK,"Strežba pijače na plaži, oddaja sup desk in kanujev. Dela se lahko večkrat tedensko (po želji in potrebi).Št. prostih mest: 2 . Trajanje: MED POLETNIMI POČITNICAMI . Delovnik: Po dogovoru. Šifra: 317719 . Narava dela: začasno in občasno delo "
317716,RAČUNALNIŠKE STORITVESTROKOVNO DELO,PO DOGOVORU...,SLOVENSKE KONJICE,"Podjetje išče kandidata z visokim povprečjem ocen in znanjem angleškega (zaželeno tudi nemškega) jezika, ki jih zanima delo v mednarodnem okolju. Ponujajo možnost opravljanja diplomske naloge na področju razvoja strežniških (backend/frontend) aplikacij, ter aplikacij za mobilne naprave. Zaželeno je poznavanje okolja Linux in izkušnje na področju razvoja spletnih aplikacij (NodeJS, MySQL/MongoDB, Angular/React/Vue, Html, Javascript, CSS). Stimulativno plačilo po dogovoruŠt. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 317716 . Narava dela: začasno in občasno delo "
317712,RAČUNALNIŠKE STORITVESTROKOVNO DELO,PO DOGOVORU...,SLOVENSKE KONJICE,"Podjetje išče kandidata/tko z visokim povprečjem ocen in znanjem angleškega (zaželeno tudi nemškega) jezika, ki jih zanima delo v mednarodnem okolju. Ponujajo možnost opravljanja diplomske naloge na področju razvoja vgrajenih sistemov (embedded systems) z možnostjo kasnejše zaposlitve. Zaželeno je poznavanje okolja Linux in znanje jezika C/C++.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 317712 . Narava dela: začasno in občasno delo "
317710,RAZVOZRAZVOZ HRANE,5.00 €/h neto (5.92 €/h bruto),TREBNJE,"Pizzerija išče komunikativno, polnoletno osebo za dostavo hrane. Zahtevan je vozniški izpit B-kategorije. Delovnik je po dogovoru. Pričetek dela je možen takoj.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317710 . Narava dela: začasno in občasno delo "
317708,STREŽBA,5.50 €/h neto (6.51 €/h bruto),IZOLA,"Kava bar išče 2 osebi za strežbo. Pogoj je starost nad 18 let. Zaželene izkušnje. Plačilo od 6,51 € bruto dalje.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317708 . Narava dela: začasno in občasno delo "
317701,STREŽBAPRODAJA SLADOLEDA,5.49 €/h neto (6.50 €/h bruto),KAMNIK,"Iščejo komunikativne in zanesljive osebe za strežbo in prodajo sladoleda v prijetni kavarni v centru Kamnika. Izkušnje niso potrebne, vse se da priučiti, naučiti. Če si želiš pridobiti izkušnje pri delu v mladem kolektivu in prijetnem ambientu, čimprej pokliči.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Med vikendom. Šifra: 317701 . Narava dela: začasno in občasno delo "
317681,STREŽBADELO NA BENCINSKEM SERVISU,5.26 €/h neto (6.22 €/h bruto),MARIBOR,"Podjetje potrebuje polnoletno, vestno, zanesljivo in komunikativno osebo za delo v strežbi 2-3 x tedensko. Predhodne izkušnje v strežbi so zaželene. Lokal se nahaja v sklopu bencinskega servisa, odpiralni čas je do 22. ure (vse dni v tednu). Za prijavo in/ali dodatne informacije jih pokličite. Poleg urne postavke vam pripada tudi stimulacija.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317681 . Narava dela: začasno in občasno delo "
317678,POMOČ V STREŽBI,6.00 €/h neto (7.10 €/h bruto),MENGEŠ,Lokal na bencinski črpalki potrebuje študenta/tko za pomoč pri strežbi v prijetnem lokalu in simpatičnem kolektivu.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317678 . Narava dela: začasno in občasno delo 
317674,STREŽBA,4.56 €/h neto (5.40 €/h bruto),MEDVEDJE BRDO,"Strežba hrane in pijače v okrepčevalnici in piceriji. Urnik je po dogovoru. Pomoč potrebujejo večinoma v popoldanskem času. Pogoji: volja do dela, natančnost in marljivost. Poleg navedene urne postavke nudijo še topel obrok in pijačo, kasneje tudi možnost dogovora glede potnih stroškov.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 317674 . Narava dela: začasno in občasno delo "
317669,STREŽBA HRANE IN PIJAČE,6.00 €/h neto (7.10 €/h bruto),BREZOVICA PRI LJUBLJANI,"V kolektiv vabijo izkušene, prijazne in zanesljive sodelavce/ke, ki imajo radi delo z ljudmi. Delo je izmensko oziroma po dogovoru.Št. prostih mest: 4 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317669 . Narava dela: začasno in občasno delo "
317660,PROGRAMIRANJE,8.70 €/h neto (10.30 €/h bruto),LJUBLJANA,"Iščejo nadobudnega programerja/ko! Potrebna znanja: PHP, HTML, JS, CSS in SQL. Nudijo: osvajanje pomembnih novih znanj na področju novih tehnologij in soočanje s sodobnimi izzivi. Kasneje možnost napredovanja in redne zaposlitve. Prijave sprejemajo na elektronski naslov.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Dopoldan. Šifra: 317660 . Narava dela: začasno in občasno delo "
317652,PAKIRANJEDELO V PROIZVODNJI,4.56 €/h neto (5.40 €/h bruto),LENART,Proizvajalec higiensko papirne konfekcije potrebuje osebi za pomoč pri pakiranju izdelkov v kartone. Pogoja sta ročne spretnosti in fleksibilnost.Št. prostih mest: 2 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 317652 . Narava dela: začasno in občasno delo 
317645,DELO NA RECEPCIJI,5.00 €/h neto (5.92 €/h bruto),RADENCI,"Sprejemanje in vpisovanje gostov, posredovanje informacij gostom. Bruto dnevna urna postavka je 5,92 €, nočna pa 7,10 €.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317645 . Narava dela: začasno in občasno delo "
317641,STREŽBA,6.00 €/h neto (7.10 €/h bruto),DRAVLJE,"V lokalu potrebujejo polnoletne osebe za delo v strežbi. Izkušnje so zaželene. Delo poteka po dogovoru, za več informacij pokliči ali pošlji mail.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317641 . Narava dela: začasno in občasno delo "
317623,KURIRRAZVOZ,5.00 €/h neto (5.92 €/h bruto),MARIBOR Z OKOLICO,Razvoz paketov. Pogoj je starost nad 20 let oziroma 2 leti vozniški izpit B kategorije.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 317623 . Narava dela: začasno in občasno delo 
317621,ČIŠČENJE,5.07 €/h neto (6.00 €/h bruto),JESENICE,Potrebujejo osebo za čiščenje vlakov ter ostalih prostorov (zunanjih in notranjih). Za delo ob nedeljah je urna postavka 7 € bruto.  Lahko se javite tudi samo za poletno delo.Št. prostih mest: 1 . Trajanje: ČAS POČITNIC Z MOŽNOSTJO PODALJŠANJA . Delovnik: Izmensko. Šifra: 317621 . Narava dela: začasno in občasno delo 
317613,STREŽBA,5.00 €/h neto (5.92 €/h bruto),MARIBOR,"V zelo urejenem, mirnem lokalu iščejo polnoletno, prijazno, pošteno in simpatično osebo za delo v strežbi pijač in mini prigrizkov. Odpiralni čas je od pon. do četrt. od 6.00 do 21.00, ob petkih do 22.00, v soboto od 7.00 do 14.00 in nedeljah od 8.00 do 14.00. Dela se v dopoldanskem in popoldanskem času, po dogovoru in potrebi. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317613 . Narava dela: začasno in občasno delo "
317606,STREŽBA,5.49 €/h neto (6.50 €/h bruto),LJUBLJANA ŠENTVID,V športnem društvu iščejo vestne in komunikativne polnoletne osebe za delo v strežbi. Urnik je prilagodljiv. Izkušnje niso potrebne.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317606 . Narava dela: začasno in občasno delo 
317594,DELO V PROIZVODNJI,4.56 €/h neto (5.40 €/h bruto),PREBOLD,"Podjetje, ki proizvaja, prodaja in montira panelne ograje in ograjna vrata potrebuje pomoč v proizvodnji. Delo je fizično zahtevno.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317594 . Narava dela: začasno in občasno delo "
317589,DELO S STRANKAMI,4.56 €/h neto (5.40 €/h bruto),LJUBLJANA,"Podjetje potrebuje osebo za delo v poslovalnici telekomunikacijskih storitev. Pogoji: starost nad 18 let, natančnost, resnost in komunikativnost. Poleg urne postavke nudijo tudi stimulacijo. Prijave sprejemajo na e-mail.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 317589 . Narava dela: začasno in občasno delo "
317565,POMOČ V STREŽBI,5.07 €/h neto (6.00 €/h bruto),LIMBUŠ,"Strežba pijače v popoldanskem času od ponedeljka do petka, po potrebi in dogovoru.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Popoldan. Šifra: 317565 . Narava dela: začasno in občasno delo "
317561,STREŽBA,5.00 €/h neto (5.92 €/h bruto),HAJDINA,"Podjetje potrebuje polnoletni, prijazni in komunikativni osebi za pomoč v baru. So prijetna ekipa, ki se veseli dodatne pomoči. Izkušnje zaželene, ampak niso obvezne. Za prijavo pokličite na kontakt podjetja ali jo pošljite na njihov e-mail naslov.Št. prostih mest: 2 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 317561 . Narava dela: začasno in občasno delo "
317541,STREŽBA,5.50 €/h neto (6.51 €/h bruto),MARIBOR,V pub-u v centru mesta potrebujejo svežo moč za pomoč pri strežbi. Pogoja: starost nad 18 let in delovne izkušnje.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317541 . Narava dela: začasno in občasno delo 
317538,VADITELJ,PO DOGOVORU...,DOMŽALE,Vaditelj - trener atletike za mlajše. Zaželene izkušnje na tem področju ter pri delu z mladimi in študij ustrezne smeri.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Popoldan. Šifra: 317538 . Narava dela: začasno in občasno delo 
317524,MONTAŽA,PO DOGOVORU...,LITIJA,"Podjetje nudi študentsko delo za občasno pomoč pri montaži. Delovno mesto zajema: pomoč pri montaži, pakiranju in odpremi produktov. Pogoj je starost nad 18 let. Dela se v dopoldanskem in popoldanskem času, po dogovoru in potrebi. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja.Št. prostih mest: 1 . Trajanje: PO DOGOVORU IN POTREBI . Delovnik: Po dogovoru. Šifra: 317524 . Narava dela: začasno in občasno delo "
317522,STREŽBAPRODAJA SLADOLEDA,6.00 €/h neto (7.10 €/h bruto),MOSTE PRI KOMENDI,"Prijeten lokal iz okolice Komende (Moste) išče prijetno, prijazno in polnoletno osebo za delo v strežbi ter prodajo sladoleda. Delo je fleksibilno. Izkušnje so pogoj.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317522 . Narava dela: začasno in občasno delo "
317514,STREŽBA,4.56 €/h neto (5.40 €/h bruto),LJUBLJANA CENTER,"Potrebujejo polnoletno osebo za strežbo pijač in drugih napitkov v dnevnem lokalu. Pogoji: izkušnje z delom v strežbi in poznavanje vsaj enega tujega jezika. Urna postavka se giblje od 5,40 € bruto dalje. Lokal obratuje od 7. do 21. ure, ob nedeljah in praznikih je zaprto.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317514 . Narava dela: začasno in občasno delo "
317495,ROČNA DELA,4.82 €/h neto (5.70 €/h bruto),LJUBLJANA,Iščejo študenta/ko tehničnih smeri za končno ročno obdelavo izdelkov. Oseba naj bo ročno spretna in natančna. Življenjepis pošlji na e-mail.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 317495 . Narava dela: začasno in občasno delo 
317479,PRODAJAPRODAJA NA TERENU,8.00 €/h neto (9.47 €/h bruto),CELJE,"Podjetje, ki se ukvarja z ozaveščanjem ljudi k ekološki naravnanosti zaradi povečanega obsega dela v njihov mlad, ambiciozen kolektiv vabi prav tako ambiciozne osebe z voljo do dela in učenja za delo svetovalca - prodajalca na terenu. Nudijo redno ter stimulativno plačilo z možnostjo hitrega napredka. Pogoj je starost nad 18 let, izpit B kategorije ter lasten prevoz.Št. prostih mest: 4 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 317479 . Narava dela: začasno in občasno delo "
317478,PRODAJAPRODAJA NA TERENU,8.00 €/h neto (9.47 €/h bruto),MARIBOR,"Podjetje, ki se ukvarja z ozaveščanjem ljudi k ekološki naravnanosti zaradi povečanega obsega dela v njihov mlad, ambiciozen kolektiv vabi prav tako ambiciozne osebe z voljo do dela in učenja za delo svetovalca - prodajalca na terenu. Nudijo redno ter stimulativno plačilo z možnostjo hitrega napredka. Pogoj je starost nad 18 let, izpit B kategorije ter lasten prevoz.Št. prostih mest: 4 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 317478 . Narava dela: začasno in občasno delo "
